N;T;Pc;Pm;Selection;Crossover;bestFitness;Time(ms);worstFitness
100;500;1.000;0.100;Roulette;TwoPoint;13646380;82;4905100
100;500;1.000;0.100;Roulette;TwoPoint;13565738;81;6601948
100;500;1.000;0.100;Roulette;TwoPoint;13485977;79;6894109
100;1000;0.500;0.001;Tournament;OnePoint;13692887;70;12006372
100;1000;0.500;0.001;Tournament;OnePoint;13586093;72;13586093
100;1000;0.500;0.001;Tournament;OnePoint;13612011;72;11511160
100;1000;0.500;0.001;Tournament;OnePoint;13692887;74;13114517
100;1000;0.500;0.001;Tournament;OnePoint;13644380;76;13484335
100;1000;0.500;0.001;Roulette;OnePoint;13484335;120;10827598
100;1000;0.500;0.001;Roulette;OnePoint;13585527;117;13036173
100;1000;0.500;0.001;Roulette;OnePoint;13654201;113;11484676
100;1000;0.500;0.001;Roulette;OnePoint;13654201;111;11675026
100;1000;0.500;0.001;Roulette;OnePoint;13654201;111;11062561
100;1000;0.500;0.001;Tournament;TwoPoint;13565630;76;11655129
100;1000;0.500;0.001;Tournament;TwoPoint;13654201;77;13075049
100;1000;0.500;0.001;Tournament;TwoPoint;13644380;75;11955689
100;1000;0.500;0.001;Tournament;TwoPoint;13602341;77;11501490
100;1000;0.500;0.001;Tournament;TwoPoint;13692887;76;13692887
100;1000;0.500;0.001;Roulette;TwoPoint;13654201;108;11585997
100;1000;0.500;0.001;Roulette;TwoPoint;13654201;112;11082340
100;1000;0.500;0.001;Roulette;TwoPoint;13654201;113;13006375
100;1000;0.500;0.001;Roulette;TwoPoint;13654201;111;12444651
100;1000;0.500;0.001;Roulette;TwoPoint;13585527;110;11013666
100;1000;0.500;0.010;Tournament;OnePoint;13692887;81;11013666
100;1000;0.500;0.010;Tournament;OnePoint;13692887;84;11592036
100;1000;0.500;0.010;Tournament;OnePoint;13692887;87;10310679
100;1000;0.500;0.010;Tournament;OnePoint;13656377;90;11588173
100;1000;0.500;0.010;Tournament;OnePoint;13692887;89;11006193
100;1000;0.500;0.010;Roulette;OnePoint;13654201;122;6808255
100;1000;0.500;0.010;Roulette;OnePoint;13674267;129;8352040
100;1000;0.500;0.010;Roulette;OnePoint;13674267;131;8075218
100;1000;0.500;0.010;Roulette;OnePoint;13683217;131;7342218
100;1000;0.500;0.010;Roulette;OnePoint;13692887;130;6246307
100;1000;0.500;0.010;Tournament;TwoPoint;13692887;89;11592036
100;1000;0.500;0.010;Tournament;TwoPoint;13692887;90;11012884
100;1000;0.500;0.010;Tournament;TwoPoint;13588269;88;11734707
100;1000;0.500;0.010;Tournament;TwoPoint;13692887;85;11782386
100;1000;0.500;0.010;Tournament;TwoPoint;13692887;86;11782386
100;1000;0.500;0.010;Roulette;TwoPoint;13683937;139;8462547
100;1000;0.500;0.010;Roulette;TwoPoint;13683217;135;7469003
100;1000;0.500;0.010;Roulette;TwoPoint;13683217;141;8853840
100;1000;0.500;0.010;Roulette;TwoPoint;13683217;139;6602950
100;1000;0.500;0.010;Roulette;TwoPoint;13484335;135;5985456
100;1000;0.500;0.020;Tournament;OnePoint;13692887;103;10063390
100;1000;0.500;0.020;Tournament;OnePoint;13692887;99;9523832
100;1000;0.500;0.020;Tournament;OnePoint;13692887;96;9291161
100;1000;0.500;0.020;Tournament;OnePoint;13692887;93;10477726
100;1000;0.500;0.020;Tournament;OnePoint;13692887;95;10758904
100;1000;0.500;0.020;Roulette;OnePoint;13692887;152;6350258
100;1000;0.500;0.020;Roulette;OnePoint;13585527;141;7434901
100;1000;0.500;0.020;Roulette;OnePoint;13589083;142;7407340
100;1000;0.500;0.020;Roulette;OnePoint;13614543;143;5129312
100;1000;0.500;0.020;Roulette;OnePoint;13674267;145;6535971
100;1000;0.500;0.020;Tournament;TwoPoint;13692887;98;10331527
100;1000;0.500;0.020;Tournament;TwoPoint;13692887;92;9714182
100;1000;0.500;0.020;Tournament;TwoPoint;13692887;92;9516885
100;1000;0.500;0.020;Tournament;TwoPoint;13692887;91;11592036
100;1000;0.500;0.020;Tournament;TwoPoint;13692887;91;10096037
100;1000;0.500;0.020;Roulette;TwoPoint;13505512;136;6495837
100;1000;0.500;0.020;Roulette;TwoPoint;13654201;145;6972601
100;1000;0.500;0.020;Roulette;TwoPoint;13683937;141;6813644
100;1000;0.500;0.020;Roulette;TwoPoint;13596904;137;6813873
100;1000;0.500;0.020;Roulette;TwoPoint;13611815;137;7962629
100;1000;0.500;0.050;Tournament;OnePoint;13683937;105;8674699
100;1000;0.500;0.050;Tournament;OnePoint;13683217;105;6746950
100;1000;0.500;0.050;Tournament;OnePoint;13692887;110;7678326
100;1000;0.500;0.050;Tournament;OnePoint;13692887;112;7916966
100;1000;0.500;0.050;Tournament;OnePoint;13683217;111;5863767
100;1000;0.500;0.050;Roulette;OnePoint;13402026;134;4732725
100;1000;0.500;0.050;Roulette;OnePoint;13464700;135;4831178
100;1000;0.500;0.050;Roulette;OnePoint;13456512;136;7055127
100;1000;0.500;0.050;Roulette;OnePoint;13584745;140;5251161
100;1000;0.500;0.050;Roulette;OnePoint;13427835;139;3200167
100;1000;0.500;0.050;Tournament;TwoPoint;13692887;108;5259317
100;1000;0.500;0.050;Tournament;TwoPoint;13683937;108;9394890
100;1000;0.500;0.050;Tournament;TwoPoint;13683217;108;6019901
100;1000;0.500;0.050;Tournament;TwoPoint;13575857;110;7400566
100;1000;0.500;0.050;Tournament;TwoPoint;13683217;114;5580260
100;1000;0.500;0.050;Roulette;TwoPoint;13426460;139;4722131
100;1000;0.500;0.050;Roulette;TwoPoint;13535371;146;6594959
100;1000;0.500;0.050;Roulette;TwoPoint;13555009;150;6184848
100;1000;0.500;0.050;Roulette;TwoPoint;13517545;148;6893878
100;1000;0.500;0.050;Roulette;TwoPoint;13596904;143;7069477
100;1000;0.500;0.100;Tournament;OnePoint;13586093;113;7726115
100;1000;0.500;0.100;Tournament;OnePoint;13611815;114;6298775
100;1000;0.500;0.100;Tournament;OnePoint;13557086;113;6250824
100;1000;0.500;0.100;Tournament;OnePoint;13614543;113;7879621
100;1000;0.500;0.100;Tournament;OnePoint;13604517;112;8799978
100;1000;0.500;0.100;Roulette;OnePoint;13603263;134;5604518
100;1000;0.500;0.100;Roulette;OnePoint;13484597;129;4904260
100;1000;0.500;0.100;Roulette;OnePoint;13469441;130;5625900
100;1000;0.500;0.100;Roulette;OnePoint;13517880;132;6078088
100;1000;0.500;0.100;Roulette;OnePoint;13483189;131;4742327
100;1000;0.500;0.100;Tournament;TwoPoint;13683937;109;6948233
100;1000;0.500;0.100;Tournament;TwoPoint;13692887;112;7786571
100;1000;0.500;0.100;Tournament;TwoPoint;13520765;112;8419872
100;1000;0.500;0.100;Tournament;TwoPoint;13654201;111;7701560
100;1000;0.500;0.100;Tournament;TwoPoint;13656377;110;7119993
100;1000;0.500;0.100;Roulette;TwoPoint;13527095;132;7241434
100;1000;0.500;0.100;Roulette;TwoPoint;13455224;131;6102717
100;1000;0.500;0.100;Roulette;TwoPoint;13524415;134;6550445
100;1000;0.500;0.100;Roulette;TwoPoint;13484136;134;6943881
100;1000;0.500;0.100;Roulette;TwoPoint;13458148;134;4612119
100;1000;0.600;0.001;Tournament;OnePoint;13612011;73;11511160
100;1000;0.600;0.001;Tournament;OnePoint;13692887;71;13316469
100;1000;0.600;0.001;Tournament;OnePoint;13629963;70;13629963
100;1000;0.600;0.001;Tournament;OnePoint;13692887;69;13692887
100;1000;0.600;0.001;Tournament;OnePoint;13669393;68;12724773
100;1000;0.600;0.001;Roulette;OnePoint;13674267;106;11140324
100;1000;0.600;0.001;Roulette;OnePoint;13692887;100;11513692
100;1000;0.600;0.001;Roulette;OnePoint;13692887;97;12164241
100;1000;0.600;0.001;Roulette;OnePoint;13575857;98;10905524
100;1000;0.600;0.001;Roulette;OnePoint;13575857;98;8935792
100;1000;0.600;0.001;Tournament;TwoPoint;13654201;69;12821069
100;1000;0.600;0.001;Tournament;TwoPoint;13692887;69;12006372
100;1000;0.600;0.001;Tournament;TwoPoint;13654201;69;13585527
100;1000;0.600;0.001;Tournament;TwoPoint;13654201;70;13242041
100;1000;0.600;0.001;Tournament;TwoPoint;13692887;69;13692887
100;1000;0.600;0.001;Roulette;TwoPoint;13585527;100;12738099
100;1000;0.600;0.001;Roulette;TwoPoint;13692887;97;8945462
100;1000;0.600;0.001;Roulette;TwoPoint;13683217;97;10904804
100;1000;0.600;0.001;Roulette;TwoPoint;13654201;97;10827180
100;1000;0.600;0.001;Roulette;TwoPoint;13654201;96;11644508
100;1000;0.600;0.010;Tournament;OnePoint;13692887;74;11328810
100;1000;0.600;0.010;Tournament;OnePoint;13692887;73;11427220
100;1000;0.600;0.010;Tournament;OnePoint;13692887;72;11562099
100;1000;0.600;0.010;Tournament;OnePoint;13692887;74;11592036
100;1000;0.600;0.010;Tournament;OnePoint;13587274;74;11486423
100;1000;0.600;0.010;Roulette;OnePoint;13575857;101;5597667
100;1000;0.600;0.010;Roulette;OnePoint;13419115;109;8606150
100;1000;0.600;0.010;Roulette;OnePoint;13654201;108;7689837
100;1000;0.600;0.010;Roulette;OnePoint;13517479;106;7152218
100;1000;0.600;0.010;Roulette;OnePoint;13683217;106;8067724
100;1000;0.600;0.010;Tournament;TwoPoint;13692887;75;11462907
100;1000;0.600;0.010;Tournament;TwoPoint;13692887;74;11624683
100;1000;0.600;0.010;Tournament;TwoPoint;13692887;74;11624683
100;1000;0.600;0.010;Tournament;TwoPoint;13692887;74;11592036
100;1000;0.600;0.010;Tournament;TwoPoint;13692887;72;11585089
100;1000;0.600;0.010;Roulette;TwoPoint;13692887;121;9603511
100;1000;0.600;0.010;Roulette;TwoPoint;13614543;113;9074813
100;1000;0.600;0.010;Roulette;TwoPoint;13614543;111;9158843
100;1000;0.600;0.010;Roulette;TwoPoint;13692887;111;6852011
100;1000;0.600;0.010;Roulette;TwoPoint;13692887;110;5570950
100;1000;0.600;0.020;Tournament;OnePoint;13692887;77;11592036
100;1000;0.600;0.020;Tournament;OnePoint;13692887;78;11592036
100;1000;0.600;0.020;Tournament;OnePoint;13692887;78;8051959
100;1000;0.600;0.020;Tournament;OnePoint;13692887;79;9681535
100;1000;0.600;0.020;Tournament;OnePoint;13692887;81;10152810
100;1000;0.600;0.020;Roulette;OnePoint;13667228;125;6750602
100;1000;0.600;0.020;Roulette;OnePoint;13683217;126;8361710
100;1000;0.600;0.020;Roulette;OnePoint;13545188;122;7894025
100;1000;0.600;0.020;Roulette;OnePoint;13614543;122;8101878
100;1000;0.600;0.020;Roulette;OnePoint;13612011;122;7764356
100;1000;0.600;0.020;Tournament;TwoPoint;13692887;85;9928824
100;1000;0.600;0.020;Tournament;TwoPoint;13692887;84;9738474
100;1000;0.600;0.020;Tournament;TwoPoint;13692887;84;11328810
100;1000;0.600;0.020;Tournament;TwoPoint;13692887;82;9738474
100;1000;0.600;0.020;Tournament;TwoPoint;13692887;82;8846270
100;1000;0.600;0.020;Roulette;TwoPoint;13527149;124;5579619
100;1000;0.600;0.020;Roulette;TwoPoint;13683217;119;5964407
100;1000;0.600;0.020;Roulette;TwoPoint;13683217;119;7123350
100;1000;0.600;0.020;Roulette;TwoPoint;13692887;119;7905562
100;1000;0.600;0.020;Roulette;TwoPoint;13593658;119;8602244
100;1000;0.600;0.050;Tournament;OnePoint;13692887;100;8045012
100;1000;0.600;0.050;Tournament;OnePoint;13692887;98;7752478
100;1000;0.600;0.050;Tournament;OnePoint;13654201;98;8676049
100;1000;0.600;0.050;Tournament;OnePoint;13692887;97;8836600
100;1000;0.600;0.050;Tournament;OnePoint;13692887;98;7117010
100;1000;0.600;0.050;Roulette;OnePoint;13683217;131;6696911
100;1000;0.600;0.050;Roulette;OnePoint;13508150;128;5715898
100;1000;0.600;0.050;Roulette;OnePoint;13508051;128;7166535
100;1000;0.600;0.050;Roulette;OnePoint;13570201;129;7012831
100;1000;0.600;0.050;Roulette;OnePoint;13683217;127;7855138
100;1000;0.600;0.050;Tournament;TwoPoint;13692887;111;8282366
100;1000;0.600;0.050;Tournament;TwoPoint;13692887;105;8565755
100;1000;0.600;0.050;Tournament;TwoPoint;13692887;104;9328094
100;1000;0.600;0.050;Tournament;TwoPoint;13692887;102;5072537
100;1000;0.600;0.050;Tournament;TwoPoint;13692887;101;7091900
100;1000;0.600;0.050;Roulette;TwoPoint;13415661;132;6009613
100;1000;0.600;0.050;Roulette;TwoPoint;13168371;125;6969392
100;1000;0.600;0.050;Roulette;TwoPoint;13683937;129;8295959
100;1000;0.600;0.050;Roulette;TwoPoint;13683217;128;5893903
100;1000;0.600;0.050;Roulette;TwoPoint;13557185;130;6654663
100;1000;0.600;0.100;Tournament;OnePoint;13605593;123;5957751
100;1000;0.600;0.100;Tournament;OnePoint;13581493;123;7264196
100;1000;0.600;0.100;Tournament;OnePoint;13656377;121;7907033
100;1000;0.600;0.100;Tournament;OnePoint;13520045;119;7302713
100;1000;0.600;0.100;Tournament;OnePoint;13674267;120;6657461
100;1000;0.600;0.100;Roulette;OnePoint;13408153;141;5819283
100;1000;0.600;0.100;Roulette;OnePoint;13408730;137;7390557
100;1000;0.600;0.100;Roulette;OnePoint;13683217;136;6776032
100;1000;0.600;0.100;Roulette;OnePoint;13507183;138;5220023
100;1000;0.600;0.100;Roulette;OnePoint;13476665;137;7057703
100;1000;0.600;0.100;Tournament;TwoPoint;13674267;119;3868449
100;1000;0.600;0.100;Tournament;TwoPoint;13614543;120;7301201
100;1000;0.600;0.100;Tournament;TwoPoint;13654201;120;7063770
100;1000;0.600;0.100;Tournament;TwoPoint;13683217;117;7356446
100;1000;0.600;0.100;Tournament;TwoPoint;13683217;116;5975702
100;1000;0.600;0.100;Roulette;TwoPoint;13440162;135;5821577
100;1000;0.600;0.100;Roulette;TwoPoint;13488938;140;2857694
100;1000;0.600;0.100;Roulette;TwoPoint;13515877;140;5567984
100;1000;0.600;0.100;Roulette;TwoPoint;13370221;140;6466571
100;1000;0.600;0.100;Roulette;TwoPoint;13385143;139;6878679
100;1000;0.700;0.001;Tournament;OnePoint;13646380;71;13067228
100;1000;0.700;0.001;Tournament;OnePoint;13692887;72;11592036
100;1000;0.700;0.001;Tournament;OnePoint;13692887;73;11624683
100;1000;0.700;0.001;Tournament;OnePoint;13674267;73;13674267
100;1000;0.700;0.001;Tournament;OnePoint;13683217;71;13104065
100;1000;0.700;0.001;Roulette;OnePoint;13654201;109;11375814
100;1000;0.700;0.001;Roulette;OnePoint;13654201;103;11749137
100;1000;0.700;0.001;Roulette;OnePoint;13683217;102;11996702
100;1000;0.700;0.001;Roulette;OnePoint;13692887;102;11248265
100;1000;0.700;0.001;Roulette;OnePoint;13683217;101;11495490
100;1000;0.700;0.001;Tournament;TwoPoint;13692887;74;11592036
100;1000;0.700;0.001;Tournament;TwoPoint;13692887;73;13692887
100;1000;0.700;0.001;Tournament;TwoPoint;13656377;70;13656377
100;1000;0.700;0.001;Tournament;TwoPoint;13692887;71;13692887
100;1000;0.700;0.001;Tournament;TwoPoint;13692887;71;13692887
100;1000;0.700;0.001;Roulette;TwoPoint;13575857;102;9621444
100;1000;0.700;0.001;Roulette;TwoPoint;13654201;104;11173498
100;1000;0.700;0.001;Roulette;TwoPoint;13104847;100;11152093
100;1000;0.700;0.001;Roulette;TwoPoint;13654201;99;10938171
100;1000;0.700;0.001;Roulette;TwoPoint;13683217;99;11095154
100;1000;0.700;0.010;Tournament;OnePoint;13692887;76;11782386
100;1000;0.700;0.010;Tournament;OnePoint;13692887;77;10669113
100;1000;0.700;0.010;Tournament;OnePoint;13692887;78;11592036
100;1000;0.700;0.010;Tournament;OnePoint;13692887;78;11839325
100;1000;0.700;0.010;Tournament;OnePoint;13692887;79;11624683
100;1000;0.700;0.010;Roulette;OnePoint;13653024;115;8218140
100;1000;0.700;0.010;Roulette;OnePoint;13692887;113;7746116
100;1000;0.700;0.010;Roulette;OnePoint;13692887;110;8484148
100;1000;0.700;0.010;Roulette;OnePoint;13692887;111;8958276
100;1000;0.700;0.010;Roulette;OnePoint;13506737;110;8717077
100;1000;0.700;0.010;Tournament;TwoPoint;13692887;80;11592036
100;1000;0.700;0.010;Tournament;TwoPoint;13692887;80;9477547
100;1000;0.700;0.010;Tournament;TwoPoint;13692887;81;11006193
100;1000;0.700;0.010;Tournament;TwoPoint;13692887;79;11624683
100;1000;0.700;0.010;Tournament;TwoPoint;13692887;78;11592036
100;1000;0.700;0.010;Roulette;TwoPoint;13585527;107;9081760
100;1000;0.700;0.010;Roulette;TwoPoint;13692887;109;8450115
100;1000;0.700;0.010;Roulette;TwoPoint;13654201;108;9212817
100;1000;0.700;0.010;Roulette;TwoPoint;13692887;109;6881747
100;1000;0.700;0.010;Roulette;TwoPoint;13654201;110;8112330
100;1000;0.700;0.020;Tournament;OnePoint;13692887;84;11026480
100;1000;0.700;0.020;Tournament;OnePoint;13692887;83;11215834
100;1000;0.700;0.020;Tournament;OnePoint;13692887;81;11104824
100;1000;0.700;0.020;Tournament;OnePoint;13692887;81;9714182
100;1000;0.700;0.020;Tournament;OnePoint;13692887;80;8806676
100;1000;0.700;0.020;Roulette;OnePoint;13629963;115;8514842
100;1000;0.700;0.020;Roulette;OnePoint;13525701;114;6875158
100;1000;0.700;0.020;Roulette;OnePoint;13692887;114;7805466
100;1000;0.700;0.020;Roulette;OnePoint;13653024;116;7091212
100;1000;0.700;0.020;Roulette;OnePoint;13692887;116;7136336
100;1000;0.700;0.020;Tournament;TwoPoint;13692887;76;9738474
100;1000;0.700;0.020;Tournament;TwoPoint;13692887;80;8051959
100;1000;0.700;0.020;Tournament;TwoPoint;13692887;80;9938168
100;1000;0.700;0.020;Tournament;TwoPoint;13692887;80;10949254
100;1000;0.700;0.020;Tournament;TwoPoint;13692887;80;9337764
100;1000;0.700;0.020;Roulette;TwoPoint;13692887;114;9027694
100;1000;0.700;0.020;Roulette;TwoPoint;13654201;116;6500337
100;1000;0.700;0.020;Roulette;TwoPoint;13566133;115;5445041
100;1000;0.700;0.020;Roulette;TwoPoint;13484335;115;8340053
100;1000;0.700;0.020;Roulette;TwoPoint;13683217;116;7664105
100;1000;0.700;0.050;Tournament;OnePoint;13692887;94;8999740
100;1000;0.700;0.050;Tournament;OnePoint;13692887;95;6368001
100;1000;0.700;0.050;Tournament;OnePoint;13692887;94;9131456
100;1000;0.700;0.050;Tournament;OnePoint;13692887;94;8163965
100;1000;0.700;0.050;Tournament;OnePoint;13692887;94;9895851
100;1000;0.700;0.050;Roulette;OnePoint;13508178;120;4915425
100;1000;0.700;0.050;Roulette;OnePoint;13592876;125;5326495
100;1000;0.700;0.050;Roulette;OnePoint;13519456;123;4355667
100;1000;0.700;0.050;Roulette;OnePoint;13692887;124;7096293
100;1000;0.700;0.050;Roulette;OnePoint;13546275;123;6783763
100;1000;0.700;0.050;Tournament;TwoPoint;13692887;100;9187570
100;1000;0.700;0.050;Tournament;TwoPoint;13692887;97;8683753
100;1000;0.700;0.050;Tournament;TwoPoint;13692887;95;8848403
100;1000;0.700;0.050;Tournament;TwoPoint;13692887;96;8321834
100;1000;0.700;0.050;Tournament;TwoPoint;13692887;95;6512748
100;1000;0.700;0.050;Roulette;TwoPoint;13397041;122;6923832
100;1000;0.700;0.050;Roulette;TwoPoint;13484335;123;5642677
100;1000;0.700;0.050;Roulette;TwoPoint;13612011;124;7699886
100;1000;0.700;0.050;Roulette;TwoPoint;13497214;124;7371612
100;1000;0.700;0.050;Roulette;TwoPoint;13585527;123;7149619
100;1000;0.700;0.100;Tournament;OnePoint;13654201;105;6223133
100;1000;0.700;0.100;Tournament;OnePoint;13653419;111;7678676
100;1000;0.700;0.100;Tournament;OnePoint;13654201;110;6899062
100;1000;0.700;0.100;Tournament;OnePoint;13603593;111;6520444
100;1000;0.700;0.100;Tournament;OnePoint;13656377;111;7941064
100;1000;0.700;0.100;Roulette;OnePoint;13506401;129;6093809
100;1000;0.700;0.100;Roulette;OnePoint;13546235;130;5225274
100;1000;0.700;0.100;Roulette;OnePoint;13510377;134;4806594
100;1000;0.700;0.100;Roulette;OnePoint;13417837;134;7538632
100;1000;0.700;0.100;Roulette;OnePoint;13564321;133;7598425
100;1000;0.700;0.100;Tournament;TwoPoint;13683217;116;7922113
100;1000;0.700;0.100;Tournament;TwoPoint;13565888;117;9142231
100;1000;0.700;0.100;Tournament;TwoPoint;13484335;117;7483784
100;1000;0.700;0.100;Tournament;TwoPoint;13683217;117;6051506
100;1000;0.700;0.100;Tournament;TwoPoint;13575857;117;6657629
100;1000;0.700;0.100;Roulette;TwoPoint;13417534;137;3527431
100;1000;0.700;0.100;Roulette;TwoPoint;13602341;137;4790246
100;1000;0.700;0.100;Roulette;TwoPoint;13614543;135;5795304
100;1000;0.700;0.100;Roulette;TwoPoint;13530572;136;7819756
100;1000;0.700;0.100;Roulette;TwoPoint;13526003;136;4162538
100;1000;0.800;0.001;Tournament;OnePoint;13683937;72;13683937
100;1000;0.800;0.001;Tournament;OnePoint;13586093;72;13183191
100;1000;0.800;0.001;Tournament;OnePoint;13692887;71;13083999
100;1000;0.800;0.001;Tournament;OnePoint;13654201;71;11743700
100;1000;0.800;0.001;Tournament;OnePoint;13692887;71;12859755
100;1000;0.800;0.001;Roulette;OnePoint;13692887;99;11105385
100;1000;0.800;0.001;Roulette;OnePoint;13654201;98;10910568
100;1000;0.800;0.001;Roulette;OnePoint;13654201;97;11114987
100;1000;0.800;0.001;Roulette;OnePoint;13654201;96;11591268
100;1000;0.800;0.001;Roulette;OnePoint;13486335;99;11199416
100;1000;0.800;0.001;Tournament;TwoPoint;13683937;73;12850805
100;1000;0.800;0.001;Tournament;TwoPoint;13656377;75;11967686
100;1000;0.800;0.001;Tournament;TwoPoint;13654201;74;11585997
100;1000;0.800;0.001;Tournament;TwoPoint;13683217;73;13683217
100;1000;0.800;0.001;Tournament;TwoPoint;13692887;72;12859755
100;1000;0.800;0.001;Roulette;TwoPoint;13692887;100;11555353
100;1000;0.800;0.001;Roulette;TwoPoint;13683217;100;11026480
100;1000;0.800;0.001;Roulette;TwoPoint;13654201;100;13575857
100;1000;0.800;0.001;Roulette;TwoPoint;13654201;101;11889342
100;1000;0.800;0.001;Roulette;TwoPoint;13585527;100;11522594
100;1000;0.800;0.010;Tournament;OnePoint;13692887;78;11624683
100;1000;0.800;0.010;Tournament;OnePoint;13692887;76;11592036
100;1000;0.800;0.010;Tournament;OnePoint;13692887;78;10914474
100;1000;0.800;0.010;Tournament;OnePoint;13692887;77;11462907
100;1000;0.800;0.010;Tournament;OnePoint;13692887;76;11624683
100;1000;0.800;0.010;Roulette;OnePoint;13509359;114;8545820
100;1000;0.800;0.010;Roulette;OnePoint;13692887;113;9345854
100;1000;0.800;0.010;Roulette;OnePoint;13674267;112;9152327
100;1000;0.800;0.010;Roulette;OnePoint;13692887;113;8738329
100;1000;0.800;0.010;Roulette;OnePoint;13654201;111;8494417
100;1000;0.800;0.010;Tournament;TwoPoint;13692887;78;11592036
100;1000;0.800;0.010;Tournament;TwoPoint;13692887;76;10095871
100;1000;0.800;0.010;Tournament;TwoPoint;13692887;75;10630956
100;1000;0.800;0.010;Tournament;TwoPoint;13692887;76;10179752
100;1000;0.800;0.010;Tournament;TwoPoint;13692887;77;11592036
100;1000;0.800;0.010;Roulette;TwoPoint;13683937;107;8142489
100;1000;0.800;0.010;Roulette;TwoPoint;13683217;108;8437117
100;1000;0.800;0.010;Roulette;TwoPoint;13654201;109;9224219
100;1000;0.800;0.010;Roulette;TwoPoint;13683217;110;8606025
100;1000;0.800;0.010;Roulette;TwoPoint;13614543;110;8573709
100;1000;0.800;0.020;Tournament;OnePoint;13692887;88;11592036
100;1000;0.800;0.020;Tournament;OnePoint;13692887;86;11328810
100;1000;0.800;0.020;Tournament;OnePoint;13656377;84;10623820
100;1000;0.800;0.020;Tournament;OnePoint;13692887;83;10415133
100;1000;0.800;0.020;Tournament;OnePoint;13692887;83;10253740
100;1000;0.800;0.020;Roulette;OnePoint;13692887;118;6938203
100;1000;0.800;0.020;Roulette;OnePoint;13585527;116;6710869
100;1000;0.800;0.020;Roulette;OnePoint;13535371;117;7877481
100;1000;0.800;0.020;Roulette;OnePoint;13614543;117;8208925
100;1000;0.800;0.020;Roulette;OnePoint;13558000;118;8272389
100;1000;0.800;0.020;Tournament;TwoPoint;13692887;81;9905521
100;1000;0.800;0.020;Tournament;TwoPoint;13692887;80;10477726
100;1000;0.800;0.020;Tournament;TwoPoint;13692887;79;11006193
100;1000;0.800;0.020;Tournament;TwoPoint;13692887;81;9681535
100;1000;0.800;0.020;Tournament;TwoPoint;13692887;81;10477726
100;1000;0.800;0.020;Roulette;TwoPoint;13555009;111;6665172
100;1000;0.800;0.020;Roulette;TwoPoint;13585527;118;4379081
100;1000;0.800;0.020;Roulette;TwoPoint;13692887;118;6047675
100;1000;0.800;0.020;Roulette;TwoPoint;13614543;120;7336528
100;1000;0.800;0.020;Roulette;TwoPoint;13692887;119;8078176
100;1000;0.800;0.050;Tournament;OnePoint;13692887;92;8321834
100;1000;0.800;0.050;Tournament;OnePoint;13692887;92;10914474
100;1000;0.800;0.050;Tournament;OnePoint;13692887;93;9329304
100;1000;0.800;0.050;Tournament;OnePoint;13692887;95;9095692
100;1000;0.800;0.050;Tournament;OnePoint;13692887;95;9807148
100;1000;0.800;0.050;Roulette;OnePoint;13474511;125;6513643
100;1000;0.800;0.050;Roulette;OnePoint;13504853;126;3618182
100;1000;0.800;0.050;Roulette;OnePoint;13612011;124;5240310
100;1000;0.800;0.050;Roulette;OnePoint;13654201;125;6084297
100;1000;0.800;0.050;Roulette;OnePoint;13683217;125;6092775
100;1000;0.800;0.050;Tournament;TwoPoint;13692887;100;9167004
100;1000;0.800;0.050;Tournament;TwoPoint;13692887;98;10063390
100;1000;0.800;0.050;Tournament;TwoPoint;13692887;98;8286911
100;1000;0.800;0.050;Tournament;TwoPoint;13692887;103;9319936
100;1000;0.800;0.050;Tournament;TwoPoint;13692887;108;7241804
100;1000;0.800;0.050;Roulette;TwoPoint;13555009;149;6404924
100;1000;0.800;0.050;Roulette;TwoPoint;13459203;153;6833682
100;1000;0.800;0.050;Roulette;TwoPoint;13294480;145;5809822
100;1000;0.800;0.050;Roulette;TwoPoint;13427368;149;6156520
100;1000;0.800;0.050;Roulette;TwoPoint;13456053;147;5348346
100;1000;0.800;0.100;Tournament;OnePoint;13533667;140;8083697
100;1000;0.800;0.100;Tournament;OnePoint;13595823;133;6409013
100;1000;0.800;0.100;Tournament;OnePoint;13654201;132;7343173
100;1000;0.800;0.100;Tournament;OnePoint;13611815;130;6002976
100;1000;0.800;0.100;Tournament;OnePoint;13692887;130;6829347
100;1000;0.800;0.100;Roulette;OnePoint;13522816;156;6246040
100;1000;0.800;0.100;Roulette;OnePoint;13578033;165;5623572
100;1000;0.800;0.100;Roulette;OnePoint;13555999;162;6432499
100;1000;0.800;0.100;Roulette;OnePoint;13597991;166;6546276
100;1000;0.800;0.100;Roulette;OnePoint;13563140;165;6121258
100;1000;0.800;0.100;Tournament;TwoPoint;13614543;143;6866176
100;1000;0.800;0.100;Tournament;TwoPoint;13654201;137;7316876
100;1000;0.800;0.100;Tournament;TwoPoint;13692887;139;9200884
100;1000;0.800;0.100;Tournament;TwoPoint;13654201;138;9061458
100;1000;0.800;0.100;Tournament;TwoPoint;13683217;137;7807380
100;1000;0.800;0.100;Roulette;TwoPoint;13624111;154;7247856
100;1000;0.800;0.100;Roulette;TwoPoint;13446077;159;5455146
100;1000;0.800;0.100;Roulette;TwoPoint;13454603;156;6679847
100;1000;0.800;0.100;Roulette;TwoPoint;13421573;152;5829622
100;1000;0.800;0.100;Roulette;TwoPoint;13495903;150;4888819
100;1000;0.900;0.001;Tournament;OnePoint;13692887;74;13692887
